PU;NAME;WGMS_ID;SURVEY_ID;SURVEY_DATE;REFERENCE_DATE;AREA_SURVEY_YEAR;AREA_CHANGE;ELEV_CH;ELEV_CH_UNC;INVESTIGATOR;SPONS_AGENCY;REFERENCE;REMARKS
AT;WURTEN K.;545;544;19670701;19300701;2.33;-680;-42490;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Auer, I., et al., 1995, Oester. Beitr. Meteor. Geophys., 12, 143p";Methods used for survey/reference years are: XX/XX.
AT;WURTEN K.;545;545;19790701;19670701;2.05;-280;-6660;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Auer, I., et al., 1995, Oester. Beitr. Meteor. Geophys., 12, 143p";Methods used for survey/reference years are: XX/AP.
AT;WURTEN K.;545;546;19910701;19790701;1.32;-730;-15850;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Auer, I., et al., 1995, Oester. Beitr. Meteor. Geophys., 12, 143p";Methods used for survey/reference years are: AP/TP.
BO;CHACALTAYA;1505;912;19630701;19400701;0.195;-30;-5640;;Bernard Francou, Javier Mendoza;IRD, IHH;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Ramírez, E., and 8 others, 2001, J. Glaciol., 47, 187-194, 10.3189/172756501781832214";Methods used for survey/reference years are: AP/AP.
BO;CHACALTAYA;1505;913;19830701;19630701;0.141;-50;-12490;;Bernard Francou, Javier Mendoza;IRD, IHH;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Ramírez, E., and 8 others, 2001, J. Glaciol., 47, 187-194, 10.3189/172756501781832214";Methods used for survey/reference years are: AP/AP.
BO;CHACALTAYA;1505;915;19961015;19830701;0.082;-60;-11590;;Bernard Francou, Javier Mendoza;IRD, IHH;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Ramírez, E., and 8 others, 2001, J. Glaciol., 47, 187-194, 10.3189/172756501781832214";Methods used for survey/reference years are: AP/TT.
BO;CHACALTAYA;1505;914;19961015;19950701;0.083;;-1898;;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHACALTAYA;1505;916;19971015;19961015;0.082;3;-657;;Bernard Francou, Javier Mendoza;IRD, IHH;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Ramírez, E., and 8 others, 2001, J. Glaciol., 47, 187-194, 10.3189/172756501781832214";Methods used for survey/reference years are: TT/TT.
BO;CHACALTAYA;1505;917;19981015;19971015;0.064;-23;-3607;;Bernard Francou, Javier Mendoza;IRD, IHH;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Ramírez, E., and 8 others, 2001, J. Glaciol., 47, 187-194, 10.3189/172756501781832214";Methods used for survey/reference years are: TT/TT.
BO;CHACALTAYA;1505;918;19990701;19981015;0.056;-8;-1984;;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHACALTAYA;1505;919;20000701;19990701;0.051;-10;-860;10;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHACALTAYA;1505;920;20010906;20000901;0.044;-4;-11;10;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHACALTAYA;1505;921;20021105;20010901;0.042;-2;-1350;10;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHACALTAYA;1505;922;20031002;20020901;0.036;-6;-1042;10;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHACALTAYA;1505;923;20040916;20030901;0.027;-8;-902;10;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHACALTAYA;1505;924;20051116;20040901;0.01;-17;-2635;10;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;The glaciar splits up in two parts
BO;CHACALTAYA;1505;925;20060901;20050901;0.007192279;-3;-1199;10;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHACALTAYA;1505;926;20070901;20060901;0.003082918;-4;-1652;10;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHACALTAYA;1505;927;20080901;20070901;0.004042918;-2;-1549;10;Bernard Francou, Javier Mendoza;IRD, IHH;Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHARQUINI SUR;2667;1096;20060901;20050901;0.3541459;-17;-631;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHARQUINI SUR;2667;1097;20070901;20060901;0.335922;-18;-482;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHARQUINI SUR;2667;1098;20080901;20070901;0.33592;0;161;15;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHARQUINI SUR;2667;1099;20090901;20080901;0.335922;;-1617;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;CHARQUINI SUR;2667;1101;20110910;20100901;0.335922;0;-6802;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;Area of 2009
BO;CHARQUINI SUR;2667;1102;20120920;20110910;0.3097079;-0.026;1396;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;Area of 2012
BO;CHARQUINI SUR;2667;4011;20130924;20120920;0.307972;-0.002;523;10;;;;
BO;ZONGO;1503;899;19630621;19560520;;;1000;;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;ZONGO;1503;900;19750723;19630621;;;4289;;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;ZONGO;1503;901;19830620;19750723;;;-3833;;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;ZONGO;1503;902;19970420;19830620;;;-9789;;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;ZONGO;1503;904;20060713;19970420;;;-18133;;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;ZONGO;1503;905;20060901;20050901;1.880904;-6;-344;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;ZONGO;1503;906;20070901;20060901;1.870738;-10;-324;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;ZONGO;1503;907;20080901;20070901;1.865;-10;257;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;ZONGO;1503;908;20090901;20080901;1.926129;;-543;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;The hysometry 2009 of the glacier has been changed using photogrammetric measurements (2006)
BO;ZONGO;1503;910;20110910;20100901;1.903792;-0.005892836;-5028;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
BO;ZONGO;1503;911;20120921;20110910;1.897634;-0.006;-7633;10;Antoine Rabatel, Alvaro Soruco;IRD, Univ. Grenoble Alpes (France), UMSA (Bolivia);Rabatel, A., and {27 others}, 2013, Cryosphere, 7, 81-102, 10.5194/tc-7-81-2013;
CA;AGASSIZ ICE CAP;3370;1247;20000601;19950601;17523;0;-350;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Abdalati, W., et al., 2004, J. Geophys. Res., 109, F04007, 10.1029/2003JF000045";Methods used for survey/reference years are: SL/SL.
CA;BARNES ICE CAP;3371;1248;20000601;19950601;5671;0;-3020;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Abdalati, W., et al., 2004, J. Geophys. Res., 109, F04007, 10.1029/2003JF000045";Methods used for survey/reference years are: SL/SL.
CA;BENCH;66;3;20000825;19500701;9;0;-84000;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AP/AL.
CA;BENCH;66;4;20040905;19500701;7.66;-1040;-89400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436";Methods used for survey/reference years are: AP/AL.
CA;BENCH;66;5;20040905;20000825;9;0;-5400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497; Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436";Methods used for survey/reference years are: AP/AL.
CA;DEVON ICE CAP;3586;1649;20000601;19950601;12794;0;-320;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Abdalati, W., et al., 2004, J. Geophys. Res., 109, F04007, 10.1029/2003JF000045";Methods used for survey/reference years are: SL/SL.
CA;GRINNELL;2668;1103;20140803;19520821;106.3;-25500;-61114;;Charles Papasodoro;Sherbrooke University, 2500 University Boulevard, Sherbrooke, Canada;Papasodoro, C., et al., 2015, Cryosphere, 9, 1535-1550, 10.5194/tc-9-1535-2015;Calculated from submitted values. The survey date DEM is a Pléiades stereoscopic DEM
CA;HIDDEN;49;2;20000210;19480701;40.341;0;-91520;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
CA;KASKAWULSH;3669;1661;19950520;19779999;976;;-10400;2340;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;AREA estimated.
CA;KASKAWULSH;3669;1660;19950520;19779999;976;;625;;;;Foy, N., et al., 2011, J. Glaciol., 57, 431-440, 10.3189/002214311796905596;Differncing of a DEM Moasic (1976/1977) and a LIDAR DEM (1995). AREA estimated.
CA;KASKAWULSH;3669;1662;20000529;19950520;976;;-3709;;;;Foy, N., et al., 2011, J. Glaciol., 57, 431-440, 10.3189/002214311796905596;Differncing of a DEM Moasic (1976/1977) and a LIDAR DEM (1995). AREA estimated.
CA;KASKAWULSH;3669;1663;20070812;20000529;976;;-4918;;;;Foy, N., et al., 2011, J. Glaciol., 57, 431-440, 10.3189/002214311796905596;Differncing of a DEM Moasic (1976/1977) and a LIDAR DEM (1995). AREA estimated.
CA;LLEWELLYN;3415;1364;20000210;19850701;453.506;0;-23100;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
CA;MUD;3416;1365;20000210;19820701;19.476;0;-51480;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
CA;N ELLESMERE ICE CAP;3420;1369;20000601;19950601;27666;0;-640;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Abdalati, W., et al., 2004, J. Geophys. Res., 109, F04007, 10.1029/2003JF000045";Methods used for survey/reference years are: SL/SL.
CA;PENNY ICE CAP;3421;1370;20000601;19950601;7335;0;-770;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Abdalati, W., et al., 2004, J. Geophys. Res., 109, F04007, 10.1029/2003JF000045";Methods used for survey/reference years are: SL/SL.
CA;PLACE;41;1;20059999;19659999;;;37600;;;;Menounos, , and Schiefer, 2008, Geodetic constraints on the glacier mass balance record of Place Glacier, British Columbia, Canada. (conference abstract);
CA;PRINCE OF WALES ICE FIELD;3422;1371;20000601;19950601;19325;0;-440;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Abdalati, W., et al., 2004, J. Geophys. Res., 109, F04007, 10.1029/2003JF000045";Methods used for survey/reference years are: SL/SL.
CA;SOUTH ELLESMERE ICE FIELD;3423;1372;20000601;19950601;9165;0;-980;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Abdalati, W., et al., 2004, J. Geophys. Res., 109, F04007, 10.1029/2003JF000045";Methods used for survey/reference years are: SL/SL.
CA;TERRA NIVEA;4534;1709;20070803;19590804;155.2;-41000;-22713;;Charles Papasodoro;Sherbrooke University, 2500 University Boulevard, Sherbrooke, Canada;Papasodoro, C., et al., 2015, Cryosphere, 9, 1535-1550, 10.5194/tc-9-1535-2015;Calculated from submitted values. The survey date DEM is an ASTER stereoscopic DEM
CA;TERRA NIVEA;4534;1710;20140820;20070803;146.1;-9100;-13885;;Charles Papasodoro;Sherbrooke University, 2500 University Boulevard, Sherbrooke, Canada;Papasodoro, C., et al., 2015, Cryosphere, 9, 1535-1550, 10.5194/tc-9-1535-2015;Calculated from submitted values. The survey date DEM is a Pléiades stereoscopic DEM, while the the reference date DEM is an ASTER stereoscopic DEM.
CA;TULSEQUAH;3311;1162;20000210;19820701;135.226;0;-35820;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
CA;TWEEDSMUIR;3561;1608;20070826;20010606;;;-5533;4133;;;Arendt, A.A., et al., 2008, J. Glaciol., 54, 778-787, 10.3189/002214308787780067;
CH;A NEUVE GLACIER DE L'-N;4615;1773;20109999;19829999;0.879;-411;-19219;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2847.0. ID SGI 2010: B85/08.
CH;A NEUVE GLACIER DE L'-S;4614;1772;20109999;19829999;1.879;-513;-22224;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2870.0. ID SGI 2010: B85/07.
CH;ABBERG;5514;2648;20109999;19829999;1.065;-346;-14638;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2265.0. ID SGI 2010: B58/12.
CH;ABSCHWUNGHORN-SW-I;5026;2170;20119999;19759999;0.117;-112;-16308;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 989.0. ID SGI 2010: A54G/18.
CH;ADLER;3801;1669;20091004;20051028;2.263218;-26.606;-1015;;Philip Joerg;GIUZ;Joerg, P.C., et al., 2012, Remote Sens. Environ., 127, 118-129;LiDAR elevation differencing. Elevation changes corrected for bias due to 0.47m snow cover in 2005.
CH;ADLER;3801;1670;20100929;20091004;2.243787;-7.6;-772;;Philip Joerg;GIUZ;Joerg, P.C., et al., 2012, Remote Sens. Environ., 127, 118-129;LiDAR elevation differencing. Elevation changes corrected for bias due to 0.20 m snow cover in 2010.
CH;AEBENI FLUE - JOCH-N;5132;2275;20119999;19749999;0.008;-14;-4640;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1319.0. ID SGI 2010: A54M/14.
CH;AEBENI FLUE-JOCH-W;5150;2293;20119999;19749999;0.001;-12;667;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1341.0. ID SGI 2010: A54M/42n.
CH;AELPLI;5004;2148;20109999;19779999;0.842;-250;-15548;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2964.0. ID SGI 2010: A54F/07.
CH;AELPLI-S;5005;2149;20109999;19739999;0.011;-49;-6437;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 742.0. ID SGI 2010: A54F/08.
CH;AELWE RIGG-NE;5277;2418;20119999;19789999;0.011;-11;-9296;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1816.0. ID SGI 2010: B32/12n.
CH;AERLEN-N;5061;2205;20109999;19869999;0.411;-257;-18992;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 728.0. ID SGI 2010: A54H/06.
CH;AERLEN-S;5065;2209;20109999;19869999;0.018;-111;-15865;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 765.0. ID SGI 2010: A54H/10n.
CH;AGNEL VADRET D';5831;2961;20099999;19919999;0.521;-883;-26641;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1132.0. ID SGI 2010: E35/15.
CH;AHORNISBODEN-E;5090;2234;20099999;19739999;0.051;-61;-30810;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 645.0. ID SGI 2010: A54J/04.
CH;AIGUILLES ROUGES  INF. DES (PART OF B73/35N);5585;2717;20109999;19839999;0.046;-164;-26776;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2581.0. ID SGI 2010: B73/22.
CH;AIGUILLES ROUGES (PTE. DE DARBONNEIRE);5595;2727;20109999;19839999;0.054;-23;-12360;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2512.0. ID SGI 2010: B73/37n.
CH;AIGUILLES ROUGES GLACIER SUP. DES I;5594;2726;20109999;19889999;0.375;-199;-18488;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2526.0. ID SGI 2010: B73/36n.
CH;AIGUILLES ROUGES GLACIER SUPERIEUR DES;5586;2718;20109999;19839999;0.369;-282;-19953;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2548.0. ID SGI 2010: B73/24.
CH;ALBIGNA;1674;1028;20099999;19919999;2.479;-1000;-26880;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2005.0. ID SGI 2010: C84/16.
CH;ALETSCHHORN-N;5337;2477;20119999;19749999;0.148;-7;-3691;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1518.0. ID SGI 2010: B36/46n.
CH;ALLALIN;394;323;19460701;19320701;10.3;-320;-2100;;;;;Methods used for survey/reference years are: TS/AP.
